id,name,genre
7qQJQ3YtcGlqaLg5tcypN2,Chubby Checker,other
0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,pop
7juKTDFlPesGeWQ1GmjmOv,Silentó,hip
6i6WlGzQtXtz7GcC5H5st5,10cc,rock
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,rock
26dSoYclwsYLMAKD3tpOr4,Britney Spears,pop
49qiE8dj4JuNdpYGRPdKbF,Stone Sour,other
55vs7NT1KxcFjbMC4y202E,REO Speedwagon,rock
4ZeqFaMDjGUe1IHJznXUbr,Jim Photoglo,rock
7HLvzuM9p11k9lUQfSM4Rq,Warrant,rock
6LK7EEHFApe9FZbFRFyBDN,The Newbeats,soul
64vw6q9ZBTop3Tf2ol1x4U,The Crests,other
1pXoY8oTJtPVGsrB4jmCRw,Johnny Maestro,other
6iA5wBxxMxUMr9a4fnJd34,Debra Laws,other
17vIaBTHJOVxnU4v7t1DiY,1910 Fruitgum Company,pop
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,classic
6IE6z7DcZIT4Ml3Fh5Ivch,Selena,pop
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,pop
3iDD7bnsjL9J4fO298r0L0,Chicago,rock
1KXwUKaBcLySwrCSsOa0aa,Chicory Tip,classic
7gi3jmwpUpNWdswT8eEprF,Conway Twitty,country
2sd9Q3r0Jhqpe3w9WVuG43,Crystal Waters,other
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,rock
02Xpf8IlAGeelWAQZP33kQ,Boy Meets Girl,pop
266SmBZTt4zRzaKEANWbfQ,Adina Howard,other
0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,rock
3lPQ2Fk5JOwGWAF3ORFCqH,John Mellencamp,rock
5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz,rock
5QKYeEDsNp6ScBnkGdfrx9,David & David,other
0N0d3kjwdY2h7UVuTdJGfp,Cascada,other
0MPtuQaV2GiRdLjAkPOaan,Little Milton,soul
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,pop
4VIvfOurcf0vuLRxLkGnIG,Bradley Cooper,other
4IWBUUAFIplrNtaOHcJPRM,James Arthur,pop
4L1z1IcfK7lbqx8izGHaw5,Juice Newton,classic
0c08N8UlFjDaup9TNDaWxy,Sonny James,other
5iAUyEtaKVbqz3TDhXsz2H,Kathy Dee,other
1dfeR4HaWDbWqFHLkxsg1d,Queen,classic
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,rap
0auxGqduSBWubpKjjSNKLr,Doctor & The Medics,rock
2owAqJG3UT1Qel0oW0ote7,Keith Colley,other
7y70dch6JuuuNnwlsOQvwW,Nitty Gritty Dirt Band,country
1k8VBufn1nBs8LN9n4snc8,Stereo MC's,hip
7bNoMfBqbaLJrfH3Vw1q6L,The Elegants,other
0TImkz4nPqjegtVSMZnMRq,TLC,hip
1bs7HoMkSyQwcobCpE9KpN,The Mamas & The Papas,classic
0PDqlUGugF5Jt6DZyATvfz,Betty Wright,classic
0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,country
6dQgkiJm1fRkcqKOvPzysr,Brownstone,other
7fmKtIgmxqNEKjATioVNsu,Pat Boone,other
6kz53iCdBSqhQCZ21CoLcc,Culture Club,pop
2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,rock
1Tdrtr2WwDDde01GJllidM,Trick Pony,country
3j7Sw80qzL2FJlryUhI3wG,Shabba Ranks,other
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,pop
2WvLeseDGPX1slhmxI59G3,Robin S,other
71lGEtP9qYXDsSXjfexTqO,Sonny & Cher,pop
1RyvyyTE3xzB2ZywiAwp0i,Future,hip
6Bfy6QzadCXS92y0T8dDZF,Eddie Floyd,soul
6RWnslEkqboHbDg0OUabe5,Mandrill,classic
3Mcii5XWf6E0lrY3Uky4cA,Ice Cube,hip
5lkiCO9UQ8B23dZ1o0UV4m,Jackson Browne,rock
0Ma8KxtvoIDSU5fHtuTS9F,The Vogues,pop
1UdQqCUR7RwB9YYJONwbdM,Trapt,other
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,hip
7EK1bQADBoqbYXnT4Cqv9w,John Denver,classic
16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,rock
53A0W3U0s8diEn9RhXQhVz,Keane,rock
0Jeckitay8SbvKwqAzWuYH,Big Mountain,other
0I5HubncQ8E1MFZOlPDY4J,Trinidad James,hip
7d8R11w4QG2ihJeTaZq37F,Donny & Marie Osmond,pop
2Uuon75BhnuuxdKLYn4wHn,Eddie Kendricks,classic
0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,rock
1Kpw1Yu7PGX4iqfmL1qbJ0,Richard Chamberlain,other
2iE18Oxc8YSumAU232n4rW,The Jackson 5,soul
3EY5DxGdy7x4GelivOjS2Q,Connie Francis,pop
0MBIKH9DjtBkv8O3nS6szj,"10,000 Maniacs",pop
522yoVmanZmrgK5qy3GyRK,Bloodrock,other
6LuN9FCkKOj5PcnpouEgny,Khalid,pop
6nS5roXSAGhTGr34W6n7Et,Disclosure,other
5WUlDfRSoLAfcVSX1WnrxN,Sia,pop
3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,rock
1fBCIkoPOPCDLUxGuWNvyo,Poison,rock
5sAg1HZePcFfhrs0G8A8OP,Ray Price,country
3SIW6eVIZSz9V05WsaKIr3,Joey McIntyre,other
1Q4owXd4g9XfHNykUm6GJh,The Movement,other
0tCtGc5vt29zFZp6KXzN50,Beanie Sigel,rap
2Jwr7hGoSNK3S3QBxh3T0z,Freeway,rap
5dcOK4stT4JDkP6Dqhbz5s,Sheena Easton,pop
6LXtFndRkOihPIa2dWY3FH,Kalin Twins,other
4FtSnMlCVxCswABUmdhwpm,Carly Simon,classic
1yjuFciXmV3NaPCzwwHclC,The Bucketheads,classic
4salDzkGmfycRqNUbyBphh,Styx,rock
34jw2BbxjoYalTp8cJFCPv,Heart,rock
1T0wRBO0CK0vK8ouUMqEl5,Tom Jones,other
6LYeatSMMLGVN0DPtMkmTM,Father MC,other
4X5sDGyZvekLEEbM1bm7GD,Robin Ward,other
3FUY2gzHeIiaesXtOAdB7A,Train,pop
4BoRxUdrcgbbq1rxJvvhg9,Olivia Newton-John,rock
34E3csCxpXunPGEkOVVX2g,Albert Hammond,classic
1eOE3eEJL7vPDoe4cwm5q0,The G Clefs,other
0U2mUJuJkthantMGmsJygP,Jerry Butler,soul
6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,pop
20p5D2KrE8CGuOjHtxsyTp,Fine Young Cannibals,rock
51d3rUlLuMh7EW09aMe7yj,B2K,hip
23LbwefIODbyGdRbAz3urj,Yung Joc,hip
14J79DfdiKcztA7WrrpqIP,NITTI,other
25pwh5JrKHzLv2FTPSvoqa,Vicki Sue Robinson,other
6TKOZZDd5uV5KnyC5G4MUt,Smokey Robinson & The Miracles,classic
7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,rock
0DAqhikcMKLo2lPADVz2fs,Jay & The Americans,pop
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,pop
1QAGLCom3FHTTiuRFsjzOj,Carla Thomas,soul
0GByy3DcfbQwDvXGCWmzv9,Pretenders,rock
6zmLTiN3NBNCDECRbbJKkT,The Fabulous Thunderbirds,rock
4dNs4gsyisVixgpkjyvD8D,The Esquires,soul
3UVRliakQfa1pMWIsNuiZ8,Musiq Soulchild,soul
67RWyN1fDOu7WuSTIi5hE7,Shaquille O'Neal,rap
3JhRHqCi8HEzkJVWt19LtN,Stephen Bishop,rock
0C0XlULifJtAgn6ZNCW2eu,The Killers,rock
3YmywXnB2RxQ9IvUzZqvo9,Aaron Lines,country
2y84iEkH5jHZcou93YUSXE,Syndicate Of Sound,classic
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,rock
5gxynDEKwNDgxGJmJjZyte,Steve Winwood,rock
7H6dkUChT5EoOQtUVMg4cN,Hunter Hayes,country
3KV3p5EY4AvKxOlhGHORLg,Jeremih,rap
0YWxKQj2Go9CGHCp77UOyy,Fabolous,rap
4VnomLtKTm9Ahe1tZfmZju,Jackie Wilson,soul
7crPfGd2k81ekOoSqQKWWz,Stevie Nicks,rock
7bu3H8JO7d0UbMoVzbo70s,The Cure,rock
1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,classic
6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,rock
01W8kYNqFHyKicPfR0pLwO,England Dan & John Ford Coley,rock
1mYvu9huHeR7ho3iGAgCsn,The Dynamics,other
1co4F2pPNH8JjTutZkmgSm,Ramones,rock
3HC7NcxQx2Yk0fWoRKJ0xF,Jefferson Starship,rock
7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,pop
53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,classic
6qI4LTzMRpTxRzMZPvv2C6,Peaches & Herb,classic
2gdX1GbQ8sljsTVwDaIpkc,Nu Flavor,other
4nQSjiDD7asXlRBCD1uqWA,Steve McDonald,other
2kCO8LXN1usaOPL3iEE28I,Tai Verdes,pop
1mfDfLsMxYcOOZkzBxvSVW,Cole Swindell,country
55qiaow2sDYtjqu1mwRua6,New Kids On The Block,other
5jit9WjiAxxvdA0onOHBLd,Daryl Hall,rock
1sXbwvCQLGZnaH0Jp2HTVc,Linda Ronstadt,country
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,hip
3gMaNLQm7D9MornNILzdSl,Lionel Richie,rock
3qbnxnvUqR14MJ9g8QwZJK,Lonestar,country
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,hip
4PI5IHRvANLL76O5gRmGKL,Blue Cheer,rock
0543y7yrvny4KymoaneT4W,Peter Frampton,rock
1FizW0swe8ODtXvEOHXbHX,LFO,other
3aVoqlJOYx31lH1gibGDt3,Babyface,other
2cnMpRsOVqtPMfq7YiFE6K,Van Halen,rock
3sFhA6G1N0gG1pszb6kk1m,Wings,rock
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,other
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,rock
319yZVtYM9MBGqmSQnMyY6,Carole King,pop
7arQA31aZVS8yS6zUveWzb,CJ,rap
2FMZn5P3WATd7Il6FgPJNu,Buck Owens,classic
5pBljwfwnohfSNDXixEYHm,Mary Hopkin,classic
09xC3MewWz48F1OpYckXTZ,Jomanda,classic
1Ov9t7KbQF0oz9B4JsMfV2,Ian Hunter,rock
55Aa2cqylxrFIXC767Z865,Lil Wayne,hip
2cADQgiLMjNhbsfeN52Bf3,Swizz Beatz,rap
2ZqXK2gIDbfE7aOvkNObPW,Billie Myers,other
53I5L1MaOYGfbRM1uZ80xg,Terri Gibbs,classic
1UjTUqWfGkof4L5HO5NmzP,Kenny Lattimore,other
6FBDaR13swtiWwGhX1WQsP,blink-182,rock
31TPClRtHm23RisEBtV3X7,Justin Timberlake,pop
4Js9eYwAf9rypNtV8pNSw9,Petey Pablo,rap
3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,rock
05oH07COxkXKIMt6mIPRee,Brandy,pop
2oX42qP5ineK3hrhBECLmj,Andy Grammer,pop
6YROFUbu5zRCHi2xkir5pk,Brian Hyland,pop
6GI52t8N5F02MxU0g5U69P,Santana,rock
7d7q5Y1p2QWS4QRAhTQR5E,Anne Murray,country
2RTUTCvo6onsAnheUk3aL9,3 Doors Down,rock
67ea9eGLXYMsO2eYQRui3w,The Who,rock
6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne,rock
2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,country
7eRORqxEbt7ftbaaWP0k5v,Tommy James,pop
6bJUzb3mLEYCkTAp7eNJgO,Information Society,other
2JyxVsEiD9HVRM7CtFaLCK,Timi Yuro,soul
4t52ndk0OkAxtb4vMDLPhe,Daryl Braithwaite,pop
1iBpJEBrSFXCtPOc5OUZiY,Ed Ames,other
246dkjvS1zLTtiykXe5h60,Post Malone,rap
4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,rock
01Ppu7N8uYJI8SAONo2YZA,Melissa Etheridge,rock
5JZ7CnR6gTvEMKX4g70Amv,Lauv,pop
7vCtweS8UVAXTyau2j0rDT,Josh Turner,country
7K78lVZ8XzkjfRSI7570FF,José Feliciano,pop
4hKkEHkaqCsyxNxXEsszVH,John Travolta,other
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,rock
6clbbhnIqpHnqxwtOWcilg,Little River Band,rock
6deZN1bslXzeGvOLaLMOIF,Nickelback,rock
3HQyFCFFfJO3KKBlUfZsyW,Randy Newman,other
4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,classic
3plJVWt88EqjvtuB4ZDRV3,Ben E. King,soul
10yNnmMFF3U0MW7oeG3bFr,France Joli,other
3klZnJvYGIbWritVwQD434,Duncan Laurence,pop
09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,hip
2DGyhsOLrggY3ORo3GZNf0,Trugoy The Dove,other
4MoAOfV4ROWofLG3a3hhBN,Jon Pardi,country
3FZn8Z2B7mfaSOU8NE62KR,David Ruffin,classic
30q5mqJmdYPaKabPMytzvv,The Intruders,classic
5jWuVnPLmjABrgCGianzs9,Brass Construction,classic
04gDigrS5kc9YWfZHwBETP,Maroon 5,pop
0NyzfcGDZZ6GM25EBG9BYK,Ray Parker Jr.,other
4N8BwYTEC6XqykGvXXlmfv,George Benson,soul
2W8yFh0Ga6Yf3jiayVxwkE,Dove Cameron,pop
4uBD3fsHzb3IpOTGpicsbH,Cameron Boyce,other
4A6cd63FWHbCLqk9mtGUZZ,Booboo Stewart,other
7bp2lSdh12wcA8LyB1srfJ,Sofia Carson,pop
3xvaSlT4xsyk6lY1ESOspO,Disney,other
3alW3LYQS8K29z8C8NSLIX,Barry Manilow,rock
66pXn4ZrPf6yzk5PHGkUZA,Seduction,other
2UQwwYBLBvtpGHTMYzTgHi,Chad & Jeremy,other
7A9yZMTrFZcgEWAX2kBfK6,Huey Lewis & The News,rock
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,hip
70tMW5bZT3TJUa1CWtfVkq,Eric Burdon & the Animals,classic
3MdG05syQeRYPPcClLaUGl,Diana Ross,rock
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,pop
09C0xjtosNAIXP36wTnWxd,Fats Domino,other
13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,country
5v74mT11KGJqadf9sLw4dA,Cannonball Adderley,soul
5ksRONqssB7BR161NTtJAm,Ace of Base,pop
5IOstYUATS0EQ77A1DG7gy,Little Caesar,rock
6tbjWDEIzxoDsBA1FuhfPW,Madonna,pop
7GaxyUddsPok8BuhxN6OUW,James Brown,soul
163tK9Wjr9P9DmM0AVK7lm,Lorde,pop
6lLYZf9GpSq6Pf09g2N2xK,Wreckx-N-Effect,hip
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,soul
0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,rap
63eNjNGaOdu9zPJzyDF9fl,The Baja Marimba Band,other
58CohJpaPmE4H0fXEAnt4i,Jimmy McCracklin,soul
3ciRvbBIVz9fBoPbtSYq4x,Lil Jon & The East Side Boyz,hip
5einkgXXrjhfYCyac1FANB,Lil Scrappy,hip
6ltcwvni6HdZAJaWhmIvNR,Gino Vannelli,classic
2zyz0VJqrDXeFDIyrfVXSo,Jerry Lee Lewis,rock
3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,other
5PokPZn11xzZXyXSfnvIM3,Lifehouse,pop
6XJ5IHDtW2OkjtwVllkANt,Shaun Cassidy,pop
3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,country
2cFrymmkijnjDg9SS92EPM,blackbear,pop
6cStgiv1qH5z6GYrFsjuGj,Toya,other
4gpDA7R5796e6zbvZxGNga,Shawnna,rap
5NGO30tJxFlKixkPSgXcFE,The Police,rock
6O74knDqdv3XaWtkII7Xjp,Boyz II Men,other
10n1KB2sjTrGdyuC83y8jW,Jon Secada,rock
49Cw140t9jupn4S3udehoP,Y&T,rock
1UUYAQ9LiRsZF0ZukQNWXM,The 5th Dimension,pop
0AuW7OCyKfFrsMbtHrYgIV,House Of Pain,rap
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,pop
3jOO5nZ2XPmc232rNjzqJy,When In Rome,other
7vWlb4pM85jCHvV771qZZW,Tony! Toni! Toné!,other
0grdhNhiRLFBaFVyybqsj6,Richard Marx,pop
0xL0ZB2mnlEi7gga3EMAbe,ProTracks (Karaoke),other
7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,classic
6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,pop
3CygdxquGHurS7f9LjNLkv,Little Big Town,country
0Z8XVUAOBPM4x12wKnFHEQ,Parker McCollum,classic
78udmCDNaDu5jqfVnBqwia,Melissa Manchester,rock
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,pop
0NKDgy9j66h3DLnN8qu1bB,Eurythmics,rock
5MspMQqdVbdwP6ax3GXqum,Annie Lennox,pop
7gcCQIlkkfbul5Mt0jBQkg,Dave Stewart,pop
1sCa5KANHoHo4NuGextoI9,Bill Engvall,other
2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,country
0jYKX08u1XxmHrl5TdM2QZ,Lulu,other
5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,rock
01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,rap
5PjekOABtfU2Kwo0AHVmci,Guy Sebastian,pop
3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,country
7dGJo4pcD2V6oG8kP0tJRR,Eminem,hip
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,rock
0ty0xha1dbprYIUAQufkFn,Patti LaBelle,soul
24hJWbo98sH84tb0nkeaqy,Michael McDonald,rock
6w6z8m4WXX7Tub4Rb6Lu7R,Jethro Tull,rock
0HoeFrrKutiio4HJtXN0Sn,Christie,pop
0ecbvwhuhiEAWOLHlRXpqD,STEELHEART,other
5rOhfAsK4uxq9OdREiQRKa,Dan Hill,rock
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,rap
6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,hip
4DP9zIr6Htbun1GgKqrUks,The Music Machine,classic
3gKPME3EjakIpyBUZrWPTh,GIANT,rock
2DzRMyWgjuMbYvt5BLbpCo,Anthony Hamilton,soul
6IRouO5mvvfcyxtPDKMYFN,Foreigner,rock
73CmW7Heo8CxnYXydAs6qc,Kathy Troccoli,classic
43sZBwHjahUvgbx1WNIkIz,Creed,other
1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,pop
6waa8mKu91GjzD4NlONlNJ,The Hollies,rock
4958loju8eTBhBFO32oWQ6,Mercy,other
1n0pe6Cx9pCNvXYkX9TTLX,Real Life,other
7dnB1wSxbYa8CejeVg98hz,Meat Loaf,rock
2hl0xAkS2AIRAu23TVMBG1,Kansas,rock
3TOqt5oJwL9BE2NG9MEwDa,Disturbed,rap
4QmkLL9JOqM9dusHS1Hghe,The Searchers,other
19ra5tSw0tWufvUp8GotLo,George Michael,pop
1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,pop
29NJ6VbDPYhqdXXANEwHc7,Jigsaw,classic
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,pop
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,rock
6nDLku5uL3ou60kvCGZorh,Bloodhound Gang,rock
2kuNswDC82PL9xRbfaZJaS,The Association,pop
5IFCkqu9J6xdWeYMk5I889,Gloria Estefan,pop
0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,rock
7H55rcKCfwqkyDFH9wpKM6,Christina Perri,pop
3VNITwohbvU5Wuy5PC6dsI,Kool & The Gang,rock
2dd5mrQZvg6SmahdgVKDzh,PSY,hip
18xgcedCGxFbqLbIQn5R8F,Miami Sound Machine,pop
2jS7I1u7BpgWT9ssG62Zr1,Lisa Stansfield,soul
6Ufm4BHf4ZdolpvcvYgH2S,Ian Devaney,other
0A1FSG9WZ2dQ5JSkQYJHIp,Andy Morris,other
23zg3TcAtWQy7J6upgbUnj,USHER,hip
3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,pop
7xAcVHPiirnUqfdqo0USb1,Fantasia,hip
0XTxadWXVyfB8eTIYOjMYj,Gary Lewis & The Playboys,pop
01Wck2m10xhdxUrLaMq60y,Rene & Angela,other
2bPM7UBUWPtlRyIh5d0MlC,Felice Taylor,other
7uhvDINTTiD0XBrP9fquN1,The Hooters,other
3AuMNF8rQAKOzjYppFNAoB,Kelly Rowland,hip
7lcxoY1XE4kitd6d6CFPNl,Kathy Linden,other
2ICSjfBpos9PxMhGhX25N2,Concrete Blonde,other
5xQKoGD7Ql92fWd1uWwKkf,Steve Perry,rock
1P8IfcNKwrkQP5xJWuhaOC,LL COOL J,hip
1I8A3N4AgFS3geeMC8uh8I,Jon Astley,other
360IAlyVv4PCEVjgyMZrxK,Miguel,other
6nzxy2wXs6tLgzEtqOkEi2,Monica,hip
2lolQgalUvZDfp5vvVtTYV,Tony Bennett,other
6cXMpsP9x0SH4kFfMyVezF,Josh Groban,pop
3DvdryKH4O95ZnsUZJKXpt,Maze,classic
6rXycobs8wkWicUGLtmB0n,Frankie Beverly,other
